metric,model,num_agents,treatment,agent_scope,task_order,round,mean,std,n_runs
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,9,0.4031,0.1145,5
return_ratio,openai/gpt-5-nano,2,control,all,game_myth,10,0.3175,0.0705,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,1,0.2987,0.0582,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,2,0.2473,0.0592,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,3,0.3188,0.054,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,4,0.2411,0.1435,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,5,0.3677,0.1021,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,6,0.3778,0.0568,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,7,0.367,0.0909,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,8,0.3795,0.1009,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,9,0.3974,0.0595,5
return_ratio,openai/gpt-5-nano,2,control,all,myth_game,10,0.3387,0.0779,5
return_ratio,openai/gpt-5-nano,8,control,all,game,1,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,2,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,3,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,4,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,5,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,6,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,7,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,8,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,9,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game,10,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,1,nan,nan,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,2,0.2775,0.0981,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,3,0.3226,0.0278,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,4,0.3971,0.2538,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,5,0.3256,0.061,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,6,0.3252,0.027,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,7,0.2775,0.1386,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,8,0.396,0.038,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,9,0.3031,0.0926,5
return_ratio,openai/gpt-5-nano,8,control,all,game_myth,10,0.2755,0.1299,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,1,0.296,0.0152,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,2,0.3226,0.0553,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,3,0.3104,0.0268,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,4,0.3287,0.0499,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,5,0.3045,0.0407,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,6,0.2849,0.1648,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,7,0.3521,0.0627,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,8,0.3148,0.1221,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,9,0.3372,0.0538,5
return_ratio,openai/gpt-5-nano,8,control,all,myth_game,10,0.3963,0.1127,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,1,0.45,0.037,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,2,0.4491,0.0252,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,3,0.43,0.0292,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,4,0.4365,0.0386,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,5,0.4416,0.0241,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,6,0.4647,0.0399,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,7,0.4447,0.0197,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,8,0.456,0.0187,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,9,0.4517,0.024,5
return_ratio,google/gemini-3.7-flash,2,control,all,game,10,0.4398,0.0231,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,1,0.4537,0.0346,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,2,0.4591,0.0339,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,3,0.4531,0.0277,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,4,0.4531,0.0457,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,5,0.4591,0.0327,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,6,0.466,0.041,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,7,0.4569,0.0325,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,8,0.4626,0.0274,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,9,0.4561,0.0311,5
return_ratio,google/gemini-3.7-flash,2,control,all,game_myth,10,0.4464,0.0347,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,1,0.4561,0.0417,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,2,0.4647,0.0243,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,3,0.4418,0.0407,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,4,0.4596,0.0457,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,5,0.4596,0.0401,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,6,0.4885,0.043,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,7,0.4598,0.0239,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,8,0.4839,0.0332,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,9,0.4622,0.0345,5
return_ratio,google/gemini-3.7-flash,2,control,all,myth_game,10,0.4741,0.0423,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,1,0.4355,0.0214,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,2,0.4551,0.0171,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,3,0.4473,0.0138,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,4,0.4402,0.007,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,5,0.4458,0.0145,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,6,0.4634,0.0071,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,7,0.4436,0.0108,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,8,0.4479,0.0164,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,9,0.4593,0.0135,5
return_ratio,google/gemini-3.7-flash,8,control,all,game,10,0.4431,0.0154,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,1,0.4333,0.0213,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,2,0.4553,0.0171,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,3,0.449,0.0144,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,4,0.4403,0.007,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,5,0.446,0.0145,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,6,0.4637,0.0067,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,7,0.4436,0.0107,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,8,0.4479,0.0164,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,9,0.4594,0.0134,5
return_ratio,google/gemini-3.7-flash,8,control,all,game_myth,10,0.4431,0.0154,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,1,0.4381,0.0214,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,2,0.4574,0.0178,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,3,0.4506,0.0138,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,4,0.4402,0.007,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,5,0.4473,0.0146,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,6,0.4634,0.0071,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,7,0.4456,0.0114,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,8,0.4479,0.0164,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,9,0.4593,0.0134,5
return_ratio,google/gemini-3.7-flash,8,control,all,myth_game,10,0.4431,0.0154,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,1,0.4244,0.0921,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,2,0.4015,0.0846,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,3,0.3633,0.0691,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,4,0.3421,0.0658,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,5,0.3663,0.0865,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,6,0.4024,0.0869,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,7,0.3572,0.0664,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,8,0.3792,0.0842,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,9,0.3762,0.0958,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game,10,0.3378,0.0795,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,1,0.3944,0.0569,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,2,0.4427,0.0524,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,3,0.395,0.0499,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,4,0.4403,0.0366,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,5,0.4055,0.0322,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,6,0.4801,0.0591,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,7,0.3987,0.0287,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,8,0.4646,0.075,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,9,0.4073,0.0528,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,game_myth,10,0.4332,0.0982,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,1,0.4806,0.091,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,2,0.4891,0.1552,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,3,0.4476,0.0615,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,4,0.4638,0.1363,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,5,0.4896,0.0736,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,6,0.5092,0.1571,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,7,0.4949,0.1208,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,8,0.4881,0.1442,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,9,0.5035,0.0904,5
return_ratio,anthropic/claude-sonnet-4.5,2,control,all,myth_game,10,0.4657,0.1484,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,1,0.3609,0.033,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,2,0.3965,0.022,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,3,0.3916,0.0237,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,4,0.3807,0.0232,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,5,0.392,0.0345,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,6,0.4197,0.027,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,7,0.3928,0.0195,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,8,0.4001,0.0166,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,9,0.4177,0.0302,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game,10,0.394,0.0242,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,1,0.3774,0.0221,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,2,0.4214,0.0297,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,3,0.4108,0.0239,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,4,0.394,0.0163,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,5,0.4004,0.0168,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,6,0.4339,0.0109,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,7,0.4026,0.0222,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,8,0.4075,0.0303,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,9,0.4235,0.0261,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,game_myth,10,0.4059,0.0261,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,1,0.4455,0.0355,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,2,0.4996,0.0255,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,3,0.5071,0.0325,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,4,0.4903,0.0236,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,5,0.5091,0.0486,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,6,0.5151,0.0332,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,7,0.5216,0.0376,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,8,0.5126,0.0409,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,9,0.5156,0.0228,5
return_ratio,anthropic/claude-sonnet-4.5,8,control,all,myth_game,10,0.5237,0.0616,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,1,0.0,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,2,0.0,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,3,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,4,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,5,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,6,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,7,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,8,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,9,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game,10,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,1,nan,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,2,0.1242,0.1756,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,3,0.09,0.1015,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,4,0.1041,0.1803,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,5,0.3492,0.0586,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,6,0.2926,0.0692,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,7,0.2653,0.1159,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,8,0.1797,0.2112,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,9,0.1896,0.1579,5
return_ratio,openai/gpt-5-nano,2,random25,all,game_myth,10,0.01,0.0141,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,1,0.2811,0.0523,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,2,0.2072,0.1997,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,3,0.1842,0.1595,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,4,0.0,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,5,0.4613,nan,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,6,0.2743,0.2307,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,7,0.1938,0.274,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,8,0.2162,0.25,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,9,0.4127,0.0691,5
return_ratio,openai/gpt-5-nano,2,random25,all,myth_game,10,0.4617,0.2899,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,1,0.0,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,2,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,3,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,4,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,5,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,6,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,7,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,8,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,9,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game,10,nan,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,1,0.1675,0.2369,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,2,0.197,0.139,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,3,0.2547,0.1579,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,4,0.17,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,5,0.3963,0.0928,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,6,0.467,0.0127,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,7,0.3734,0.1248,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,8,0.2921,0.255,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,9,0.4038,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,game_myth,10,0.3607,0.1179,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,1,0.2026,0.0746,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,2,0.2056,0.0918,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,3,0.3135,0.062,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,4,0.2622,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,5,0.3813,0.0799,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,6,0.33,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,7,0.4033,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,8,0.3367,0.0895,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,9,0.4633,nan,5
return_ratio,openai/gpt-5-nano,8,defectors25,all,myth_game,10,0.4107,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,1,0.448,0.0371,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,2,0.2741,0.2503,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,3,0.3207,0.2146,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,4,0.0,0.0,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,5,0.2223,0.3144,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,6,0.2467,0.3488,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,7,nan,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,8,0.4667,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,9,0.4667,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game,10,nan,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,1,0.445,0.0358,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,2,0.2743,0.2505,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,3,0.2763,0.2393,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,4,0.0,0.0,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,5,0.0,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,6,0.2467,0.3488,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,7,0.0,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,8,0.0,0.0,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,9,0.25,0.3536,5
return_ratio,google/gemini-3.7-flash,2,random25,all,game_myth,10,0.0,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,1,0.4482,0.0368,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,2,0.2768,0.2528,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,3,0.2764,0.2394,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,4,0.0,0.0,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,5,0.4713,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,6,0.3064,0.2675,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,7,0.41,nan,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,8,0.1835,0.2513,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,9,0.448,0.0156,5
return_ratio,google/gemini-3.7-flash,2,random25,all,myth_game,10,0.221,0.3125,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,1,0.2918,0.0945,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,2,0.4117,0.0546,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,3,0.4276,0.0688,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,4,0.4369,0.0114,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,5,0.4105,0.0707,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,6,0.4263,0.0809,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,7,0.4417,0.0152,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,8,0.446,0.019,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,9,0.4612,0.0202,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game,10,0.3763,0.0834,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,1,0.2901,0.0905,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,2,0.391,0.0713,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,3,0.4008,0.088,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,4,0.4389,0.0125,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,5,0.4112,0.0737,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,6,0.41,0.1001,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,7,0.4419,0.0152,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,8,0.446,0.0191,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,9,0.3724,0.0976,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,game_myth,10,0.4111,0.0758,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,1,0.2934,0.0929,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,2,0.391,0.0713,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,3,0.3997,0.0896,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,4,0.4389,0.0125,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,5,0.3686,0.1131,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,6,0.3778,0.0975,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,7,0.4418,0.0153,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,8,0.4157,0.0654,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,9,0.4324,0.0809,5
return_ratio,google/gemini-3.7-flash,8,defectors25,all,myth_game,10,0.3763,0.0834,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,1,0.3819,0.0474,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,2,0.2222,0.2041,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,3,0.25,0.1667,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,4,0.1111,0.2222,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,5,0.1833,0.2593,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,6,0.5111,0.0629,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,7,0.2333,0.33,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,8,0.0,0.0,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,9,0.25,0.3536,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game,10,0.0,nan,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,1,0.3925,0.0459,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,2,0.2467,0.2261,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,3,0.2204,0.1909,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,4,0.0,0.0,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,5,0.487,0.1362,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,6,0.5181,0.0325,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,7,0.5333,nan,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,8,0.3578,0.3295,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,9,0.525,0.0675,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,game_myth,10,0.2778,0.3928,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,1,0.4572,0.0567,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,2,0.2845,0.2611,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,3,0.35,0.2349,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,4,0.119,0.2381,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,5,0.4889,0.0459,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,6,0.5162,0.0945,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,7,0.4618,0.1424,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,8,0.2889,0.2647,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,9,0.5556,0.1273,5
return_ratio,anthropic/claude-sonnet-4.5,2,random25,all,myth_game,10,0.3,0.4243,5
return_ratio,anthropic/claude-sonnet-4.5,8,defectors25,all,game,1,0.2663,0.0894,5
return_ratio,anthropic/claude-sonnet-4.5,8,defectors25,all,game,2,0.3594,0.0513,5
return_ratio,anthropic/claude-sonnet-4.5,8,defectors25,all,game,3,0.4059,0.0414,5
return_ratio,anthropic/claude-sonnet-4.5,8,defectors25,all,game,4,0.38,0.0375,5
return_ratio,anthropic/claude-sonnet-4.5,8,defectors25,all,game,5,0.3758,0.0433,5
